Videos,Shot_Boundary,Duration,Entropy,Average_Intensities,Average_Intensities_30,Average_Intensities_60,Optical_Flow,Funny,Average_Memorability,Topics,Average_Hue,Exciting,Median_Hue,Sentiments,Entropy,Optical_Flow,Exciting,Funny,Average_Memorability,Language,Topics,Average_Hue,Median_Hue,Sentiments,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat,Effectiveness,,,
xeo9mVnuuWo,21,30,0.881290899,0.280721278,0.463475223,0.346544426,995457.3165,0.4,0.724082831,6,"[0.3390357207697895, 0.34349668663761806, 0.3502600762527234]",0.4,"[0.34154684095860566, 0.3457298474945534, 0.3520479302832244]",6,0.881290899,995457.3165,0.4,0.4,0.724082831,1,6,"[0.3390357207697895, 0.34349668663761806, 0.3502600762527234]","[0.34154684095860566, 0.3457298474945534, 0.3520479302832244]",6,112,0,0,0,0,0,1,0,0,0,3,,,
xEYInUvLalQ,12,62,0.708835673,0.255915392,0.327503592,0.333904031,931814.0308,1,0.724548074,6,"[0.02744385930047695, 0.026357092386504143, 0.03526229354354354]",0.6,"[0.028537360890302066, 0.027477477477477478, 0.03582405935347112]",6,0.708835673,931814.0308,0.6,1,0.724548074,1,6,"[0.02744385930047695, 0.026357092386504143, 0.03526229354354354]","[0.028537360890302066, 0.027477477477477478, 0.03582405935347112]",6,149,0,0,0,0,1,0,0,1,0,5,,,
xfBo1wwM3eI,6,30,0.721928095,0.437347965,0.634687797,0.6225088,284535.9098,0,0.724966919,25,"[5.372011818426e-05, 5.372011818426e-05, 5.372011818426e-05]",0.2,"[5.372011818426e-05, 5.372011818426e-05, 5.372011818426e-05]",1,0.721928095,284535.9098,0.2,0,0.724966919,,25,"[5.372011818426e-05, 5.372011818426e-05, 5.372011818426e-05]","[5.372011818426e-05, 5.372011818426e-05, 5.372011818426e-05]",1,96,0,0,0,0,0,1,0,1,0,3,,,
XG0_olXLkKg,33,112,0.874643448,0.245216575,0.255908015,0.237955026,1028710.324,0.8,0.724588637,10,"[0.2450338794129795, 0.24600140923779654, 0.2491422176057536]",0.6,"[0.22245061593410598, 0.22395218310372478, 0.22577447335811648]",6,0.874643448,1028710.324,0.6,0.8,0.724588637,1,10,"[0.2450338794129795, 0.24600140923779654, 0.2491422176057536]","[0.22245061593410598, 0.22395218310372478, 0.22577447335811648]",6,162,0,0,0,1,0,0,0,0,0,5,,,
xgO-u83Os_I,3,15,0.721928095,0.558720725,0.448937411,0.556675376,1372792.389,0.6,0.725382388,1,"[0.4745009235578289, 0.474451726342711, 0.4743282892867291]",0.4,"[0.48653026427962487, 0.4861892583120205, 0.4864450127877238]",4,0.721928095,1372792.389,0.4,0.6,0.725382388,1,1,"[0.4745009235578289, 0.474451726342711, 0.4743282892867291]","[0.48653026427962487, 0.4861892583120205, 0.4864450127877238]",4,97,0,0,0,0,0,0,1,1,1,5,,,
XgUJP6xGHOs,26,61,0.984239989,0.178685298,0.23617253,0.200837187,1731901.756,0.2,0.724495709,7,"[0.020921052631578944, 0.1300251547987616, 0.12087703173374612]",0.4,"[0.0086687306501548, 0.10975232198142415, 0.09339525283797728]",9,0.984239989,1731901.756,0.4,0.2,0.724495709,1,7,"[0.020921052631578944, 0.1300251547987616, 0.12087703173374612]","[0.0086687306501548, 0.10975232198142415, 0.09339525283797728]",9,103,0,0,0,0,0,1,0,0,0,3,,,
XH3Xu1-cvII,22,60,0.948078244,0.504427687,0.448945057,0.462728999,1113882.79,0.8,0.72464761,21,"[0.5790420751633987, 0.5777979189360933, 0.5764271287218586]",0.6,"[0.6224400871459695, 0.6216230936819171, 0.6199618736383442]",6,0.948078244,1113882.79,0.6,0.8,0.72464761,1,21,"[0.5790420751633987, 0.5777979189360933, 0.5764271287218586]","[0.6224400871459695, 0.6216230936819171, 0.6199618736383442]",6,96,0,0,0,0,0,0,1,0,1,3,,,
xhH2r3mKFeI,0,60,0,0.869833646,0.934623425,0.860281653,11599.68067,1,0.728639115,9,"[1.0, 1.0, 1.0]",0.4,"[1.0, 1.0, 1.0]",6,0,11599.68067,0.4,1,0.728639115,1,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",6,100,0,1,0,0,0,0,0,1,0,5,,,
XHSoS4p9688,9,56,0.636015618,0.599957138,0.570155906,0.613375665,278643.2756,0.8,0.725826013,21,"[0.6172270609632754, 0.6175118901727364, 0.617641806722689]",1,"[0.60078197945845, 0.6034197012138188, 0.6056839402427637]",6,0.636015618,278643.2756,1,0.8,0.725826013,1,21,"[0.6172270609632754, 0.6175118901727364, 0.617641806722689]","[0.60078197945845, 0.6034197012138188, 0.6056839402427637]",6,162,1,0,0,0,0,0,0,1,0,5,,,
xIJORBRpOPM,9,30,0.881290899,0.194113476,0.234752205,0.237261748,705363.4763,0.2,0.723637134,37,"[0.0016993464052287583, 0.0016993464052287583, 0.0016993464052287583]",0.2,"[0.0016993464052287583, 0.0016993464052287583, 0.0016993464052287583]",3,0.881290899,705363.4763,0.2,0.2,0.723637134,1,37,"[0.0016993464052287583, 0.0016993464052287583, 0.0016993464052287583]","[0.0016993464052287583, 0.0016993464052287583, 0.0016993464052287583]",3,118,0,0,0,0,0,0,1,1,0,3,,,
XJdi689BqKA,3,16,0.69621226,0.585087161,0.483263994,0.59535886,156613.5434,0.8,0.725699216,28,"[0.30412924836601307, 0.3547625816993464, 0.4135297385620915]",0.6,"[0.16780392156862745, 0.3494509803921569, 0.5145490196078432]",6,0.69621226,156613.5434,0.6,0.8,0.725699216,1,28,"[0.30412924836601307, 0.3547625816993464, 0.4135297385620915]","[0.16780392156862745, 0.3494509803921569, 0.5145490196078432]",6,172,0,0,0,0,0,0,1,1,0,3,,,
XkaWyrm8EQg,15,30,1,0.186607327,0.205733947,0.197605956,1885585.41,0,0.723966618,21,"[0.10789079520697172, 0.1074363993282498, 0.10703312227668847]",0.8,"[0.1016884531590414, 0.10147058823529412, 0.10054466230936819]",1,1,1885585.41,0.8,0,0.723966618,1,21,"[0.10789079520697172, 0.1074363993282498, 0.10703312227668847]","[0.1016884531590414, 0.10147058823529412, 0.10054466230936819]",1,124,1,0,0,0,0,0,0,1,0,3,,,
XKR1ScQUpcA,20,59,0.923842228,0.368965759,0.412456836,0.420881815,1441863.122,0.4,0.725180245,1,"[0.43032920705735483, 0.42454939138576764, 0.4208263338106778]",0.6,"[0.4150693985459352, 0.4081515752368363, 0.4034589116545495]",4,0.923842228,1441863.122,0.6,0.4,0.725180245,1,1,"[0.43032920705735483, 0.42454939138576764, 0.4208263338106778]","[0.4150693985459352, 0.4081515752368363, 0.4034589116545495]",4,155,0,0,0,0,0,1,0,1,0,3,,,
xkrLWjNxYbY,17,30,0.987137774,0.277637313,0.413346792,0.355452103,1678800.352,0.4,0.724151367,21,"[0.1854824301515478, 0.1862546236443295, 0.18761217948717945]",0.6,"[0.16666666666666666, 0.16836888601594485, 0.17007110536522302]",30,0.987137774,1678800.352,0.6,0.4,0.724151367,1,21,"[0.1854824301515478, 0.1862546236443295, 0.18761217948717945]","[0.16666666666666666, 0.16836888601594485, 0.17007110536522302]",30,114,0,0,0,0,0,1,0,0,1,5,,,
xkt8L0NtSjA,16,46,0.932111568,0.137673808,0.171503746,0.153551512,1836642.969,0.2,0.723032083,9,"[0.06125828833949039, 0.08803797243535096, 0.08491172918442737]",0.4,"[0.04049445865302642, 0.044728616084114804, 0.04478545041204887]",21,0.932111568,1836642.969,0.4,0.2,0.723032083,1,9,"[0.06125828833949039, 0.08803797243535096, 0.08491172918442737]","[0.04049445865302642, 0.044728616084114804, 0.04478545041204887]",21,87,0,0,0,0,0,1,0,1,0,1,,,
xl3uLkAT_C8,30,35,0.591672779,0.123425259,0.144789004,0.134566518,1915333.395,0.4,0.723211815,9,"[0.17370325497623285, 0.1749461527035056, 0.17603567847593585]",1,"[0.08172905525846702, 0.0821301247771836, 0.08297682709447415]",5,0.591672779,1915333.395,1,0.4,0.723211815,1,9,"[0.17370325497623285, 0.1749461527035056, 0.17603567847593585]","[0.08172905525846702, 0.0821301247771836, 0.08297682709447415]",5,122,0,0,0,0,0,0,1,0,1,3,,,
xlb4SfKhsdM,18,89,0.726399774,0.200824618,0.292028919,0.283224046,310601.1828,0.2,0.724092831,18,"[0.0, 0.0, 0.0]",0.2,"[0.0, 0.0, 0.0]",4,0.726399774,310601.1828,0.2,0.2,0.724092831,0,18,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4,122,0,0,0,0,0,1,0,1,1,3,,,
XLpQDBP20X0,26,47,0.991820797,0.127460046,0.211130212,0.169626837,1051275.178,0.2,0.723992572,19,"[0.0010859929078014178, 0.0009972245399341765, 0.0006083414453251752]",0.4,"[0.0, 0.0, 0.0]",1,0.991820797,1051275.178,0.4,0.2,0.723992572,1,19,"[0.0010859929078014178, 0.0009972245399341765, 0.0006083414453251752]","[0.0, 0.0, 0.0]",1,89,0,0,0,0,1,0,0,1,0,3,,,
XoVVLtkDWq4,27,46,0.978070971,0.515644233,0.5087019,0.550055577,1018919.995,0.6,0.725438045,10,"[0.005924134273592483, 0.006823651244123378, 0.006872670851966517]",0,"[0.002631578947368421, 0.004041967664258686, 0.0043859649122807015]",4,0.978070971,1018919.995,0,0.6,0.725438045,1,10,"[0.005924134273592483, 0.006823651244123378, 0.006872670851966517]","[0.002631578947368421, 0.004041967664258686, 0.0043859649122807015]",4,105,0,1,0,0,0,0,0,0,0,3,,,
XP3cyRRAfX0,24,62,0.962900415,0.610810765,0.574424435,0.589063564,1357895.998,0.4,0.724722493,10,"[0.5958217912444621, 0.5936394043075842, 0.5922742575777514]",0.6,"[0.6393736017897091, 0.6375444137386498, 0.6363863666271878]",26,0.962900415,1357895.998,0.6,0.4,0.724722493,1,10,"[0.5958217912444621, 0.5936394043075842, 0.5922742575777514]","[0.6393736017897091, 0.6375444137386498, 0.6363863666271878]",26,124,0,0,0,0,0,0,1,1,0,5,,,
XqORbzbEfoM,39,100,0.964799549,0.283604423,0.478244623,0.372616622,801013.4752,0.6,0.725681612,21,"[0.1878965014099285, 0.1879333480883993, 0.1879688422191619]",0.8,"[0.18319889828841235, 0.1831792248672044, 0.1831792248672044]",6,0.964799549,801013.4752,0.8,0.6,0.725681612,1,21,"[0.1878965014099285, 0.1879333480883993, 0.1879688422191619]","[0.18319889828841235, 0.1831792248672044, 0.1831792248672044]",6,139,0,0,0,1,0,0,0,1,0,5,,,
xs9Qu7uiokw,13,31,0.981152234,0.513977847,0.524780405,0.506924114,1449318.1,1,0.725481872,9,"[0.5591904956427015, 0.5559025159208983, 0.5525813327467739]",0.4,"[0.5833584715937656, 0.5754399195575666, 0.5703368526897938]",6,0.981152234,1449318.1,0.4,1,0.725481872,1,9,"[0.5591904956427015, 0.5559025159208983, 0.5525813327467739]","[0.5833584715937656, 0.5754399195575666, 0.5703368526897938]",6,132,1,0,0,0,0,0,0,0,0,5,,,
xtJqw--DGl8,36,64,0.988699408,0.298762933,0.50598692,0.453995152,947293.0163,0.2,0.725003494,33,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",3,0.988699408,947293.0163,0.8,0.2,0.725003494,1,33,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3,95,0,0,0,0,0,0,1,1,0,5,,,
xTpv9lc_qMw,33,45,0.836640742,0.576257888,0.545575832,0.584614516,1141755.715,1,0.725625051,2,"[0.6002959251547223, 0.5996253398114406, 0.5961171481867081]",0.8,"[0.6192608016657991, 0.6201110532708659, 0.6179420440742668]",6,0.836640742,1141755.715,0.8,1,0.725625051,0,2,"[0.6002959251547223, 0.5996253398114406, 0.5961171481867081]","[0.6192608016657991, 0.6201110532708659, 0.6179420440742668]",6,123,0,0,1,0,0,0,0,0,0,5,,,
xtz2mdX0aEE,10,60,0.650022422,0.181324227,0.272736992,0.26671335,542254.5782,0.6,0.723782843,10,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",12,0.650022422,542254.5782,0.4,0.6,0.723782843,1,10,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12,162,0,0,0,1,0,0,0,1,1,3,,,
Xu25lUDJZgY,35,46,0.79359123,0.299260628,0.290171204,0.325278635,988622.3664,1,0.724637597,8,"[0.3195750568343278, 0.3541359050866724, 0.35200998152884344]",0.8,"[0.3118329070758738, 0.35577152600170503, 0.3509292412617221]",6,0.79359123,988622.3664,0.8,1,0.724637597,1,8,"[0.3195750568343278, 0.3541359050866724, 0.35200998152884344]","[0.3118329070758738, 0.35577152600170503, 0.3509292412617221]",6,90,1,0,0,0,0,0,0,0,1,3,,,
XV-1XpGxhgo,19,30,0.948078244,0.407397832,0.415097362,0.416050509,690881.305,0.4,0.724881881,26,"[0.32514126804567983, 0.328929469223587, 0.33135297708827116]",0.8,"[0.31284205990088343, 0.3145442792501616, 0.3147166558931265]",9,0.948078244,690881.305,0.8,0.4,0.724881881,1,26,"[0.32514126804567983, 0.328929469223587, 0.33135297708827116]","[0.31284205990088343, 0.3145442792501616, 0.3147166558931265]",9,115,1,0,0,0,0,0,0,1,1,3,,,
XvjhIbEvA_w,17,30,0.987137774,0.460519446,0.510756523,0.483304623,1120002.71,0.4,0.725854202,21,"[0.43155985029146793, 0.43175316860978635, 0.4307302155096272]",0.6,"[0.44970853206147327, 0.45145733969263385, 0.45188129305776364]",5,0.987137774,1120002.71,0.6,0.4,0.725854202,1,21,"[0.43155985029146793, 0.43175316860978635, 0.4307302155096272]","[0.44970853206147327, 0.45145733969263385, 0.45188129305776364]",5,128,0,1,0,0,0,0,0,1,0,5,,,
XVLBEsG0MH4,46,91,0.99991289,0.172389404,0.158467624,0.167999729,1016757.54,0.6,0.723400925,21,"[0.27571749932849865, 0.2748288044289253, 0.2734866968096221]",0.6,"[0.15010296355985317, 0.15008505685379173, 0.15060435132957292]",30,0.99991289,1016757.54,0.6,0.6,0.723400925,1,21,"[0.27571749932849865, 0.2748288044289253, 0.2734866968096221]","[0.15010296355985317, 0.15008505685379173, 0.15060435132957292]",30,129,1,0,0,0,0,0,0,1,1,5,,,
XVTo4y5e08k,7,33,0.745517843,0.679611852,0.652217391,0.672989654,1580497.427,0.8,0.72428154,10,"[0.6174861956276761, 0.6388409961685825, 0.6519889095484939]",0.8,"[0.6296371422132071, 0.6532116294793779, 0.6686499887311246]",6,0.745517843,1580497.427,0.8,0.8,0.72428154,1,10,"[0.6174861956276761, 0.6388409961685825, 0.6519889095484939]","[0.6296371422132071, 0.6532116294793779, 0.6686499887311246]",6,110,0,0,0,0,0,1,0,1,0,5,,,
xw1NIDFUdJI,6,42,0.591672779,0.300727774,0.332709058,0.313115488,1425211.183,1,0.723816085,7,"[0.1943876633986927, 0.19470257352941175, 0.19519477124183013]",0.4,"[0.18705882352941178, 0.18717647058823528, 0.18745098039215685]",6,0.591672779,1425211.183,0.4,1,0.723816085,1,7,"[0.1943876633986927, 0.19470257352941175, 0.19519477124183013]","[0.18705882352941178, 0.18717647058823528, 0.18745098039215685]",6,90,1,0,0,0,0,0,0,1,0,5,,,
XwdUXS94yNk,17,60,0.85995305,0.41344684,0.427809044,0.447868829,501684.4908,0.2,0.725261434,34,"[0.006574128540305011, 0.005991203703703705, 0.26269147603485826]",0.4,"[0.0036601307189542483, 0.0017254901960784314, 0.2451764705882353]",3,0.85995305,501684.4908,0.4,0.2,0.725261434,1,34,"[0.006574128540305011, 0.005991203703703705, 0.26269147603485826]","[0.0036601307189542483, 0.0017254901960784314, 0.2451764705882353]",3,114,1,0,0,0,0,0,0,1,0,5,,,
xwNe5Kqi3Ho,17,30,0.987137774,0.578123496,0.568398139,0.566935786,977535.6399,0.8,0.725894978,3,"[0.1507585918982978, 0.4592441463764996, 0.5592452237305179]",0.6,"[0.12090066795949149, 0.4342814048696402, 0.5458521870286576]",6,0.987137774,977535.6399,0.6,0.8,0.725894978,1,3,"[0.1507585918982978, 0.4592441463764996, 0.5592452237305179]","[0.12090066795949149, 0.4342814048696402, 0.5458521870286576]",6,113,0,0,0,1,0,0,0,1,0,3,,,
XXCvPwgx320,30,67,0.992111692,0.020100656,0.085712137,0.041114027,774316.4403,0.8,0.721961923,17,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",3,0.992111692,774316.4403,0.8,0.8,0.721961923,1,17,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3,112,1,0,0,0,0,0,0,1,0,5,,,
xYA7AnVwejo,20,30,0.918295834,0.396830029,0.384612041,0.414312362,1174000.634,1,0.725827225,1,"[0.4753127269426291, 0.47394216367102415, 0.4806922317538125]",0.6,"[0.5077886710239652, 0.5077614379084967, 0.5179193899782135]",14,0.918295834,1174000.634,0.6,1,0.725827225,1,1,"[0.4753127269426291, 0.47394216367102415, 0.4806922317538125]","[0.5077886710239652, 0.5077614379084967, 0.5179193899782135]",14,104,1,0,0,0,0,0,0,0,0,5,,,
XyZtMfMWONI,5,30,0.650022422,0.349295884,0.366885588,0.348214966,1128881.029,0.8,0.7242473,1,"[0.4022814542483661, 0.406142610748003, 0.4082588507625272]",0.4,"[0.3766884531590414, 0.38084967320261437, 0.3820261437908497]",6,0.650022422,1128881.029,0.4,0.8,0.7242473,1,1,"[0.4022814542483661, 0.406142610748003, 0.4082588507625272]","[0.3766884531590414, 0.38084967320261437, 0.3820261437908497]",6,89,0,0,0,0,1,0,0,0,0,3,,,
Y_56BQmY_e8,39,64,0.965201699,0.257907056,0.356061893,0.314736749,1641736.986,0,0.723834424,34,"[0.18727901506095596, 0.18756618262051014, 0.18869755197968013]",0.6,"[0.1556531703590527, 0.15678635090399798, 0.15789406671759612]",13,0.965201699,1641736.986,0.6,0,0.723834424,1,34,"[0.18727901506095596, 0.18756618262051014, 0.18869755197968013]","[0.1556531703590527, 0.15678635090399798, 0.15789406671759612]",13,130,0,0,1,0,0,0,0,1,0,5,,,
Y_7WgXAlLFg,22,37,0.974024864,0.3291609,0.285383724,0.298423425,2103510.959,0.4,0.724102323,3,"[0.2938495848789967, 0.2844785594417948, 0.30380755755755773]",0.8,"[0.26387564034622857, 0.25619148560325034, 0.27768945416004237]",1,0.974024864,2103510.959,0.8,0.4,0.724102323,1,3,"[0.2938495848789967, 0.2844785594417948, 0.30380755755755773]","[0.26387564034622857, 0.25619148560325034, 0.27768945416004237]",1,80,0,0,0,1,0,0,0,1,0,5,,,
Y-Elr5K2Vuo,8,29,0.849751137,0.32449539,0.336384237,0.338855198,1441276.684,0.2,0.723973751,34,"[0.1548259803921569, 0.32012313258636793, 0.3420531045751634]",0.4,"[0.1600560224089636, 0.32924369747899157, 0.3494117647058823]",3,0.849751137,1441276.684,0.4,0.2,0.723973751,1,34,"[0.1548259803921569, 0.32012313258636793, 0.3420531045751634]","[0.1600560224089636, 0.32924369747899157, 0.3494117647058823]",3,69,1,0,0,0,0,0,0,1,1,4,,,
Y3qYT60DSKQ,11,31,0.938315352,0.33365936,0.456158081,0.458868688,906818.5333,1,0.725070163,17,"[0.007444391735188711, 0.007444391735188711, 0.007444391735188711]",0.8,"[0.007168458781362007, 0.007168458781362007, 0.007168458781362007]",6,0.938315352,906818.5333,0.8,1,0.725070163,1,17,"[0.007444391735188711, 0.007444391735188711, 0.007444391735188711]","[0.007168458781362007, 0.007168458781362007, 0.007168458781362007]",6,92,0,0,0,0,0,0,1,1,1,3,,,
y5Aj3mEvCa4,19,62,0.889034904,0.784423358,0.555757274,0.702921681,650901.9668,0.4,0.727043917,10,"[0.8147907893582476, 0.8149132835460811, 0.8155513883405712]",0.8,"[0.9051059349914462, 0.9033951835767864, 0.90081589682853]",5,0.889034904,650901.9668,0.8,0.4,0.727043917,1,10,"[0.8147907893582476, 0.8149132835460811, 0.8155513883405712]","[0.9051059349914462, 0.9033951835767864, 0.90081589682853]",5,100,0,0,0,0,1,0,0,1,0,5,,,
y5ejwRj9t1Q,26,57,0.994442325,0.401170485,0.411326541,0.402563271,1026449.763,0.6,0.725357888,27,"[0.38521378989552013, 0.38321093340012397, 0.38007767401364456]",0,"[0.37154715900958923, 0.3723629597824531, 0.37124660083011307]",5,0.994442325,1026449.763,0,0.6,0.725357888,,27,"[0.38521378989552013, 0.38321093340012397, 0.38007767401364456]","[0.37154715900958923, 0.3723629597824531, 0.37124660083011307]",5,107,0,0,0,0,0,0,1,1,1,5,,,
Y5Io2bdZP1A,13,116,0.506125214,0.691503897,0.724156529,0.648043531,359231.3876,0.2,0.726440033,10,"[0.7180998898118319, 0.7174160874724518, 0.7169471049707093]",0.6,"[0.7915691925185059, 0.7913657682093009, 0.7917782675029665]",15,0.506125214,359231.3876,0.6,0.2,0.726440033,1,10,"[0.7180998898118319, 0.7174160874724518, 0.7169471049707093]","[0.7915691925185059, 0.7913657682093009, 0.7917782675029665]",15,108,0,0,0,1,0,0,0,1,1,3,,,
y5LAwk4cVjU,5,10,1,0.337699126,0.418282721,0.403825473,716401.2181,0.2,0.725324857,15,"[0.25987483660130717, 0.26769117647058827, 0.274909477124183]",0.4,"[0.24941176470588236, 0.25286274509803924, 0.25741176470588234]",12,1,716401.2181,0.4,0.2,0.725324857,1,15,"[0.25987483660130717, 0.26769117647058827, 0.274909477124183]","[0.24941176470588236, 0.25286274509803924, 0.25741176470588234]",12,120,0,0,0,0,1,0,0,1,0,3,,,
y5pzhmGX1sk,53,90,0.977080223,0.392578941,0.322347212,0.365749125,1312070.205,0.8,0.725247398,27,"[0.4095690087145969, 0.4085876906318083, 0.40878035584604194]",0.8,"[0.37055337690631807, 0.3691677559912854, 0.3699869281045752]",4,0.977080223,1312070.205,0.8,0.8,0.725247398,1,27,"[0.4095690087145969, 0.4085876906318083, 0.40878035584604194]","[0.37055337690631807, 0.3691677559912854, 0.3699869281045752]",4,109,0,0,1,0,0,0,0,0,0,1,,,
y6XSIY9Vs-o,6,30,0.721928095,0.404268337,0.61804702,0.628649072,409342.8777,0.4,0.72613984,10,"[0.00130718954248366, 0.00130718954248366, 0.00130718954248366]",0.8,"[0.00130718954248366, 0.00130718954248366, 0.00130718954248366]",1,0.721928095,409342.8777,0.8,0.4,0.72613984,1,10,"[0.00130718954248366, 0.00130718954248366, 0.00130718954248366]","[0.00130718954248366, 0.00130718954248366, 0.00130718954248366]",1,108,0,0,0,1,0,0,0,0,0,5,,,
y9ajRIgTJNA,34,46,0.828055725,0.262043616,0.386490012,0.361083384,1038075.714,1,0.724549862,1,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",6,0.828055725,1038075.714,0.8,1,0.724549862,0,1,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6,117,0,0,0,1,0,0,0,1,0,3,,,
y9LajlJjd4E,15,80,0.69621226,0.568392481,0.473214092,0.5308054,976419.5828,0.4,0.725157417,23,"[0.6365939542483652, 0.6367288602941178, 0.6368486179193894]",0.6,"[0.6275081699346404, 0.6274264705882353, 0.6273856209150326]",6,0.69621226,976419.5828,0.6,0.4,0.725157417,1,23,"[0.6365939542483652, 0.6367288602941178, 0.6368486179193894]","[0.6275081699346404, 0.6274264705882353, 0.6273856209150326]",6,87,0,0,0,1,0,0,0,0,0,5,,,
YD7ya_NssNM,141,120,0,0.273537306,0.276223752,0.280453509,2333032.381,0.4,0.723900768,19,"[0.2100054579702253, 0.30543510575526484, 0.31001060956790105]",0.8,"[0.19757080610021785, 0.28903050108932465, 0.2946623093681917]",1,0,2333032.381,0.8,0.4,0.723900768,1,19,"[0.2100054579702253, 0.30543510575526484, 0.31001060956790105]","[0.19757080610021785, 0.28903050108932465, 0.2946623093681917]",1,110,0,0,0,1,0,0,0,0,0,5,,,
yf39vt0MKug,17,30,0.987137774,0.476709607,0.513015721,0.526894527,703206.832,1,0.724677722,2,"[0.012001742919389977, 0.010664814814814816, 0.005422821350762526]",0.2,"[0.00611764705882353, 0.005411764705882353, 0.00015686274509803922]",14,0.987137774,703206.832,0.2,1,0.724677722,0,2,"[0.012001742919389977, 0.010664814814814816, 0.005422821350762526]","[0.00611764705882353, 0.005411764705882353, 0.00015686274509803922]",14,83,0,0,0,0,1,0,0,0,0,5,,,
YfFlaavmqSU,38,49,0.768281409,0.224315053,0.306232851,0.313816909,1201778.652,0.8,0.723852673,2,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",9,0.768281409,1201778.652,0.4,0.8,0.723852673,-1,2,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9,130,0,0,0,0,0,1,0,1,0,3,,,
yfFs0o6pCxc,5,34,0.602430802,0.214843787,0.183686487,0.195190509,962494.2145,0.2,0.723484899,2,"[0.0007883386197616303, 0.0006435625720876586, 0.0006948048827374085]",0.4,"[0.0, 0.0, 0.0]",4,0.602430802,962494.2145,0.4,0.2,0.723484899,1,2,"[0.0007883386197616303, 0.0006435625720876586, 0.0006948048827374085]","[0.0, 0.0, 0.0]",4,102,0,0,0,1,0,0,0,0,1,5,,,
YfkNEq1XioE,74,85,0.555822738,0.244277749,0.490761669,0.414851594,648473.1954,0,0.724890313,37,"[0.001138023836985775, 0.001138023836985775, 0.001138023836985775]",0.4,"[0.001138023836985775, 0.001138023836985775, 0.001138023836985775]",27,0.555822738,648473.1954,0.4,0,0.724890313,1,37,"[0.001138023836985775, 0.001138023836985775, 0.001138023836985775]","[0.001138023836985775, 0.001138023836985775, 0.001138023836985775]",27,139,1,0,0,0,0,0,0,1,1,4,,,
yfp2Bg6iUdY,13,31,0.981152234,0.330170908,0.311758987,0.329700818,1642318.309,0.6,0.724302098,2,"[0.40854888167388176, 0.414407520583991, 0.36512085137085126]",0.4,"[0.42047364400305576, 0.42312197606315255, 0.35026737967914434]",6,0.981152234,1642318.309,0.4,0.6,0.724302098,1,2,"[0.40854888167388176, 0.414407520583991, 0.36512085137085126]","[0.42047364400305576, 0.42312197606315255, 0.35026737967914434]",6,142,0,0,0,0,0,1,0,1,0,5,,,
YG2nGaRCWjo,41,120,0.926404668,0.310458929,0.481231519,0.456042753,797211.9511,0.8,0.725403583,12,"[0.04674967320261438, 0.046748815359477135, 0.0467394607843137]",0.6,"[0.04742483660130719, 0.04741830065359477, 0.04741830065359477]",6,0.926404668,797211.9511,0.6,0.8,0.725403583,0,12,"[0.04674967320261438, 0.046748815359477135, 0.0467394607843137]","[0.04742483660130719, 0.04741830065359477, 0.04741830065359477]",6,110,0,0,1,0,0,0,0,1,0,2,,,
YGmX6m78zDM,8,30,0.836640742,0.272622854,0.451465649,0.381031763,431864.3692,1,0.724472065,12,"[0.0018098181301506114, 0.0018098181301506114, 0.0018098181301506114]",0.6,"[0.002216538789428815, 0.002216538789428815, 0.002216538789428815]",1,0.836640742,431864.3692,0.6,1,0.724472065,1,12,"[0.0018098181301506114, 0.0018098181301506114, 0.0018098181301506114]","[0.002216538789428815, 0.002216538789428815, 0.002216538789428815]",1,107,0,0,1,0,0,0,0,1,0,3,,,
yGVaArcV9BE,46,70,0.927526588,0.171613705,0.2015067,0.170550905,1304433.342,0.2,0.723801478,33,"[0.28137985527544357, 0.27979771241830065, 0.27726391223155944]",0.2,"[0.2673613445378151, 0.2652436974789916, 0.2623865546218488]",15,0.927526588,1304433.342,0.2,0.2,0.723801478,1,33,"[0.28137985527544357, 0.27979771241830065, 0.27726391223155944]","[0.2673613445378151, 0.2652436974789916, 0.2623865546218488]",15,104,0,0,0,0,0,1,0,1,1,5,,,
