Video,Shot_Boundary,Video,Duration,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments
,,tbTHevlbdqQ,51,,,O8TgVKtRB28,0.7038943759021127,SfAxUpeVhCg,1993998.7414590162,u1QdH6ZgJ3M,0.2,e52TSXwj774,0.7250166583061218,Ao0jaXRAarQ,1.0,bWUIugV3AGc,2,O8TgVKtRB28,0.7103002873922964,O8TgVKtRB28,0.7079025956861892,O8TgVKtRB28,"[0.7228702825216107, 0.7231984415630053, 0.7234422877573972]",u1QdH6ZgJ3M,0.6,O8TgVKtRB28,"[0.731404174573055, 0.7320683111954459, 0.7325005270925574]",O8TgVKtRB28,3,u1QdH6ZgJ3M,1
,,LnoumTpLMfk,81,,,m9j8v2jhGqk,0.9327575179601584,cCqaWIvJCpk,1152590.1528309998,-iJAbi92xeM,0.6,WkYnX_VCMP0,0.7246308252215385,9MepHcKOYeU,1.0,znzSrhKtPbc,12,m9j8v2jhGqk,0.8758941189260036,m9j8v2jhGqk,0.8839435496014805,m9j8v2jhGqk,"[0.7468879173290941, 0.7533312356474121, 0.7568499381734676]",-iJAbi92xeM,0.4,m9j8v2jhGqk,"[0.7422363540010598, 0.7485956544780075, 0.7469528351881293]",m9j8v2jhGqk,3,-iJAbi92xeM,8
,,YydYJoz36UU,89,,,e52TSXwj774,0.8231876770520027,LVZy1FIua2M,1263474.848045,O8TgVKtRB28,0.2,osB_PSneUik,0.7270350679755211,KtkfE_OWSzo,1.0,R9ixmH48CF8,18,e52TSXwj774,0.8292965097038101,e52TSXwj774,0.8049306027204208,e52TSXwj774,"[0.6995682123655931, 0.8515205961416829, 0.830025794592031]",O8TgVKtRB28,0.4,e52TSXwj774,"[0.7015180265654648, 0.852909550917141, 0.8314674256799495]",e52TSXwj774,5,O8TgVKtRB28,1
,,FfezfZPw-qk,88,,,WkYnX_VCMP0,0.2680991302373842,XXwV6lUfMqw,838460.3882666666,m9j8v2jhGqk,0.0,csrPT9ClVUc,0.7235143151548173,zR_-YIPP49U,1.0,BnQMq5wtZcg,12,WkYnX_VCMP0,0.23663378378476,WkYnX_VCMP0,0.284773114380976,WkYnX_VCMP0,"[0.3718765885984022, 0.36916768790849674, 0.36578420025417574]",m9j8v2jhGqk,0.0,WkYnX_VCMP0,"[0.3820261437908497, 0.38164488017429193, 0.3799564270152505]",WkYnX_VCMP0,3,m9j8v2jhGqk,9
,,XftGMT8qDtQ,30,,,osB_PSneUik,0.6175493497082422,P9LHzVEPodg,727195.8240964912,e52TSXwj774,0.2,D5l-H3fj8Rw,0.7241047949626528,ZbTCfuCnWCE,1.0,E-MRp96TgbQ,24,osB_PSneUik,0.5573650482419512,osB_PSneUik,0.6059260036432697,osB_PSneUik,"[0.003494008714596951, 0.0029916712055192436, 0.002356231844589687]",e52TSXwj774,0.4,osB_PSneUik,"[0.0, 0.0, 0.0]",osB_PSneUik,3,e52TSXwj774,4
,,PFbeP6YqHzg,32,,,csrPT9ClVUc,0.2770327859169404,r-2Hq9QNmVE,1019175.6306146999,WkYnX_VCMP0,0.2,dXJ8AzlsX8w,0.7236789681694724,a0YTHkqtzOI,1.0,SYF_EP4tmaY,2,csrPT9ClVUc,0.19311323595613614,csrPT9ClVUc,0.2865330171788517,csrPT9ClVUc,"[0.003930977821840339, 0.0039282239112873535, 0.003925607696262018]",WkYnX_VCMP0,0.8,csrPT9ClVUc,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",csrPT9ClVUc,3,WkYnX_VCMP0,9
,,VDut1RkQP_s,30,,,D5l-H3fj8Rw,0.3395388519374868,uCd6-MZqPZg,1429687.2639500003,osB_PSneUik,0.6,kCvF0GmiHq4,0.7251025108580894,VoP0tAvHcGY,1.0,WExHEUYou8Y,6,D5l-H3fj8Rw,0.3292031898768648,D5l-H3fj8Rw,0.34726695552290576,D5l-H3fj8Rw,"[0.2971074665090623, 0.2978497427339732, 0.29859952255133726]",osB_PSneUik,0.8,D5l-H3fj8Rw,"[0.27232651926018636, 0.2724794882492004, 0.27246558197747184]",D5l-H3fj8Rw,3,osB_PSneUik,6
,,MF12L_uIAzU,35,,,dXJ8AzlsX8w,0.5279391424194041,b_u5C749aKQ,797966.749328125,csrPT9ClVUc,1.0,2yO4-Oh-JP4,0.7247761845588684,07i6PO1gP10,1.0,KjpVMX3wcJQ,7,dXJ8AzlsX8w,0.4375287587067205,dXJ8AzlsX8w,0.5638494265048523,dXJ8AzlsX8w,"[0.3605324875048059, 0.3609231225169806, 0.3622919870562603]",csrPT9ClVUc,0.6,dXJ8AzlsX8w,"[0.37343329488658206, 0.3733948481353326, 0.37477893118031524]",dXJ8AzlsX8w,3,csrPT9ClVUc,6
,,KJfX0FuB1Dg,30,,,kCvF0GmiHq4,0.4876096922276878,n6sAGZ5F7Cc,809178.6951818181,D5l-H3fj8Rw,0.0,eX4MdXF3OWI,0.7248288525475396,gbDtpeS0iaU,1.0,cbtf1oyNg-8,15,kCvF0GmiHq4,0.4595141323543988,kCvF0GmiHq4,0.4995415366427948,kCvF0GmiHq4,"[0.4384998044801965, 0.43644916834255076, 0.43651405647729186]",D5l-H3fj8Rw,0.2,kCvF0GmiHq4,"[0.4417043740573152, 0.4401374224903637, 0.43880509468744766]",kCvF0GmiHq4,3,D5l-H3fj8Rw,4
,,Z4FH6w_srFQ,30,,,jIPE9QM6FeM,0.3504431408519427,VXyA7bZLoCw,840216.6511625,dXJ8AzlsX8w,0.0,a9WB_PXjTBo,0.7240115818770035,DiZdqp85EfI,1.0,TVETIivaXlU,18,jIPE9QM6FeM,0.3442193738844409,jIPE9QM6FeM,0.34839495187202457,jIPE9QM6FeM,"[0.39879600963192285, 0.4033884803921567, 0.4081431673546611]",dXJ8AzlsX8w,0.4,jIPE9QM6FeM,"[0.3976264189886481, 0.40319917440660474, 0.4088235294117647]",jIPE9QM6FeM,3,dXJ8AzlsX8w,10
,,6oJXL398aBU,60,,,eX4MdXF3OWI,0.2967388594664321,SsL9v1vuzAI,1537543.9661333337,kCvF0GmiHq4,0.8,VicXmrGCnYA,0.7257532808515761,P03flnwV__0,1.0,6Obj5eoSpu8,19,eX4MdXF3OWI,0.2435895415614997,eX4MdXF3OWI,0.3838323983909812,eX4MdXF3OWI,"[0.257061683006536, 0.24739052287581698, 0.2453570715323166]",kCvF0GmiHq4,1.0,eX4MdXF3OWI,"[0.20701525054466233, 0.2495424836601307, 0.21344226579520698]",eX4MdXF3OWI,3,kCvF0GmiHq4,1
,,dskwrtTt2wI,58,,,a9WB_PXjTBo,0.18218842421619927,_3tlUqHla3Y,1406014.1844,jIPE9QM6FeM,0.6,dcTjsBMIRU0,0.7259275595347087,VFYiqDh0UxE,1.0,-iJAbi92xeM,3,a9WB_PXjTBo,0.14425374747918196,a9WB_PXjTBo,0.22305915586856576,a9WB_PXjTBo,"[0.0, 0.0, 0.0]",jIPE9QM6FeM,1.0,a9WB_PXjTBo,"[0.0, 0.0, 0.0]",a9WB_PXjTBo,5,2yO4-Oh-JP4,14
,,bWUIugV3AGc,46,,,VicXmrGCnYA,0.4681825126877116,rt_jK-veOs0,1737210.0906666666,eX4MdXF3OWI,0.4,ctVKoj2jZLU,0.7246714115142823,rSTGOyDFPrU,1.0,O8TgVKtRB28,19,VicXmrGCnYA,0.3657348468728364,VicXmrGCnYA,0.5137006932751127,VicXmrGCnYA,"[0.19406486377322468, 0.19445344055225092, 0.19494414151428358]",eX4MdXF3OWI,0.2,VicXmrGCnYA,"[0.13474333553646178, 0.13549239920687375, 0.13632958801498127]",VicXmrGCnYA,2,eX4MdXF3OWI,4
,,jAF2hZxdFRE,109,,,dcTjsBMIRU0,0.5737146892310682,M7-KYW_FgqM,1252676.1403225807,a9WB_PXjTBo,0.2,QR8A3T6sPzU,0.7246417227116498,XUDLLRI_jXo,1.0,m9j8v2jhGqk,23,dcTjsBMIRU0,0.5540709988587963,dcTjsBMIRU0,0.4604026850016139,dcTjsBMIRU0,"[0.004985185185185186, 0.003856100217864924, 0.44161399782135086]",a9WB_PXjTBo,0.2,dcTjsBMIRU0,"[0.0016209150326797386, 0.0, 0.5056993464052288]",dcTjsBMIRU0,5,a9WB_PXjTBo,17
,,7fF8uIRdfYE,15,,,bL6aaatfWQU,0.4585545421162112,Xu25lUDJZgY,988622.3663782608,VicXmrGCnYA,0.4,893HhPM_0ks,0.7227084699429964,e6Qhmdk4VNs,1.0,e52TSXwj774,10,bL6aaatfWQU,0.4787166431758057,bL6aaatfWQU,0.44973731084765894,bL6aaatfWQU,"[0.5675836216839676, 0.5670483040710841, 0.5661126596608139]",VicXmrGCnYA,0.6,bL6aaatfWQU,"[0.5717288222478534, 0.5721004741765988, 0.5712802768166091]",bL6aaatfWQU,5,VicXmrGCnYA,30
,,R9ixmH48CF8,66,,,QR8A3T6sPzU,0.3883337169800227,psmD1DVPIrU,678343.1695161288,dcTjsBMIRU0,0.6,7aUTdYsZda8,0.7236503173004497,h61AVRe_Dd4,1.0,WkYnX_VCMP0,21,QR8A3T6sPzU,0.4017672452308166,QR8A3T6sPzU,0.3939028652230103,QR8A3T6sPzU,"[0.5049021688150569, 0.5015826411583153, 0.49791456744734935]",dcTjsBMIRU0,1.0,QR8A3T6sPzU,"[0.48639251997095134, 0.480918663761801, 0.47366557734204795]",QR8A3T6sPzU,3,dcTjsBMIRU0,6
,,BnQMq5wtZcg,30,,,893HhPM_0ks,0.08780878319898412,YjMgUanz6h0,1870370.3573,bL6aaatfWQU,0.4,z7CnMN3xi9w,0.7262340433457318,VZ9HkICDuOI,1.0,osB_PSneUik,26,893HhPM_0ks,0.06833942770539304,893HhPM_0ks,0.11622269378946964,893HhPM_0ks,"[0.07974700136464845, 0.08007420275802629, 0.08034372082166202]",bL6aaatfWQU,0.4,893HhPM_0ks,"[0.0550743374272786, 0.056173238526179704, 0.056108597285067875]",893HhPM_0ks,3,HaYFeUhyQ9M,25
,,E-MRp96TgbQ,16,,,7aUTdYsZda8,0.3810439456237583,CxvChSSLXVk,753654.6903999998,QR8A3T6sPzU,0.8,GXhXsex8y9c,0.7231001071631908,eJvwxDTlue8,1.0,csrPT9ClVUc,1,7aUTdYsZda8,0.3564112238146976,7aUTdYsZda8,0.4365692972288098,7aUTdYsZda8,"[0.054870150992495766, 0.33930033587509095, 0.3496776658194143]",QR8A3T6sPzU,0.2,7aUTdYsZda8,"[0.03041031227305737, 0.33464052287581697, 0.3228213507625272]",7aUTdYsZda8,3,QR8A3T6sPzU,6
,,SYF_EP4tmaY,30,,,z7CnMN3xi9w,0.6515471703694283,HbTs3TLo414,760666.9001000002,893HhPM_0ks,0.6,F9_Vz_xVjAU,0.722608745098114,IM-QYuzrXC0,1.0,D5l-H3fj8Rw,22,z7CnMN3xi9w,0.6838311383115218,z7CnMN3xi9w,0.6426103154753154,z7CnMN3xi9w,"[0.8301882073967799, 0.8304049099314517, 0.830794575960465]",893HhPM_0ks,0.6,z7CnMN3xi9w,"[0.8808464849354376, 0.8808464849354376, 0.880726924916308]",z7CnMN3xi9w,5,893HhPM_0ks,4
,,kHCDajKs17E,35,,,GXhXsex8y9c,0.17972423651920968,cLkiyNte_U8,1217840.7502,7aUTdYsZda8,0.2,MF12L_uIAzU,0.7241709232330322,cv157ZIInUk,1.0,dXJ8AzlsX8w,18,GXhXsex8y9c,0.1945664092718009,GXhXsex8y9c,0.1704164840818657,GXhXsex8y9c,"[0.2199352317681459, 0.2195273262813898, 0.21878520596835233]",7aUTdYsZda8,0.4,GXhXsex8y9c,"[0.21150670794633641, 0.21111971104231167, 0.21106811145510834]",GXhXsex8y9c,5,7aUTdYsZda8,8
,,KjpVMX3wcJQ,35,,,F9_Vz_xVjAU,0.08459961495627434,6yVMik5Mfwk,707677.9445462964,z7CnMN3xi9w,0.4,we3aNazTODs,0.7231668988863628,uDBJ2ktSZpI,1.0,kCvF0GmiHq4,8,F9_Vz_xVjAU,0.08111124828594679,F9_Vz_xVjAU,0.11528722079399148,F9_Vz_xVjAU,"[0.07927609594889007, 0.07995427412706826, 0.0807613127833716]",z7CnMN3xi9w,0.2,F9_Vz_xVjAU,"[0.06716127892598481, 0.06761172937643525, 0.0682211623388094]",F9_Vz_xVjAU,5,z7CnMN3xi9w,6
,,cbtf1oyNg-8,91,,,MF12L_uIAzU,0.26022028620685034,HK958YS_YNA,491610.6944966668,GXhXsex8y9c,0.2,F7hwvWIK1eM,0.7241145041253831,oSHtuXXbig4,1.0,2yO4-Oh-JP4,8,MF12L_uIAzU,0.15638783663932004,MF12L_uIAzU,0.3624452619539329,MF12L_uIAzU,"[0.06523240546218488, 0.06503019957983196, 0.06518581738250855]",GXhXsex8y9c,0.6,MF12L_uIAzU,"[0.04171335200746966, 0.04232026143790849, 0.04227357609710551]",MF12L_uIAzU,3,GXhXsex8y9c,23
,,TVETIivaXlU,60,,,we3aNazTODs,0.25991449980583786,lqmrQ6xPpHg,724721.1009857144,F9_Vz_xVjAU,0.2,sSPP0wQslQo,0.7256326244937049,uGlYpkQfk_0,1.0,eX4MdXF3OWI,21,we3aNazTODs,0.20410222894144886,we3aNazTODs,0.2803578503968974,we3aNazTODs,"[0.23813169934640524, 0.23840827886710245, 0.23876595860566452]",F9_Vz_xVjAU,1.0,we3aNazTODs,"[0.23275816993464052, 0.2323921568627451, 0.23126797385620917]",we3aNazTODs,5,F9_Vz_xVjAU,9
,,u1QdH6ZgJ3M,29,,,F7hwvWIK1eM,0.30895017958004617,GqnjzONrPiA,641028.5484697673,MF12L_uIAzU,0.0,cbfDGMfXimA,0.7236055604954983,_I1UfeCH3SY,1.0,VicXmrGCnYA,21,F7hwvWIK1eM,0.33446070670462635,F7hwvWIK1eM,0.31574848362918395,F7hwvWIK1eM,"[0.4727624877111338, 0.47443787391499825, 0.47792959158972204]",MF12L_uIAzU,1.0,F7hwvWIK1eM,"[0.4555119825708061, 0.4571895424836601, 0.4612636165577342]",F7hwvWIK1eM,5,we3aNazTODs,2
,,-iJAbi92xeM,64,,,sSPP0wQslQo,0.6357526482809571,mxr83Vkrh00,908861.8685949206,we3aNazTODs,0.2,opNPUpLEJic,0.7244756445288658,Om5zrGo1n6c,1.0,7ZvOqYVs2ao,6,sSPP0wQslQo,0.5268385943420342,sSPP0wQslQo,0.6618982796416252,sSPP0wQslQo,"[0.024543119099491636, 0.11979538852578067, 0.28903503994190277]",we3aNazTODs,0.4,sSPP0wQslQo,"[0.015250544662309368, 0.11877995642701525, 0.2753159041394335]",sSPP0wQslQo,4,F7hwvWIK1eM,9
,,O8TgVKtRB28,74,,,cbfDGMfXimA,0.23185268140638746,wqT2IdFyQ5M,686003.3260466666,F7hwvWIK1eM,0.6,Mq0K8Q1lMgo,0.7251382023096085,ql7uY36-LwA,1.0,dcTjsBMIRU0,2,cbfDGMfXimA,0.15398373117931058,cbfDGMfXimA,0.30531835904566257,cbfDGMfXimA,"[0.01630328141357552, 0.02297449282743398, 0.02380934697111163]",F7hwvWIK1eM,0.4,cbfDGMfXimA,"[0.008929632459044224, 0.01472710296239708, 0.014056531703590527]",cbfDGMfXimA,5,sSPP0wQslQo,19
,,m9j8v2jhGqk,15,,,opNPUpLEJic,0.3238330544876481,jO3K0B3kLZs,999176.89092,sSPP0wQslQo,0.4,SfAxUpeVhCg,0.7244744877661428,DH2yYPyH0VY,1.0,HaYFeUhyQ9M,3,opNPUpLEJic,0.3551848556057776,opNPUpLEJic,0.3586880459070553,opNPUpLEJic,"[0.43414048097871616, 0.4331995768392828, 0.43193239902798725]",sSPP0wQslQo,0.4,opNPUpLEJic,"[0.45384615384615384, 0.451533433886375, 0.4499748617395676]",opNPUpLEJic,5,cbfDGMfXimA,4
,,e52TSXwj774,41,,,Mq0K8Q1lMgo,0.4304744403191483,FvQ26Ik11JE,926488.5780166669,cbfDGMfXimA,0.4,UzNcixxdnZs,0.7244102040926615,98BIu9dpwHU,-1.0,QR8A3T6sPzU,10,Mq0K8Q1lMgo,0.4576248171492431,Mq0K8Q1lMgo,0.3973302977487292,Mq0K8Q1lMgo,"[0.5506401573787411, 0.5505541580667356, 0.5494964740282079]",cbfDGMfXimA,0.4,Mq0K8Q1lMgo,"[0.5841331269349844, 0.5832301341589268, 0.5840041279669763]",Mq0K8Q1lMgo,4,opNPUpLEJic,6
,,WkYnX_VCMP0,15,,,SfAxUpeVhCg,0.2870906292447572,zx_cmAIyaDQ,661846.3001933334,opNPUpLEJic,0.8,113mRmchumY,0.7249484906593958,-UGQp9pfU_Q,-1.0,893HhPM_0ks,9,SfAxUpeVhCg,0.2912610532126597,SfAxUpeVhCg,0.2590071625752508,SfAxUpeVhCg,"[0.5620502264086461, 0.5613779422444358, 0.5602420009398095]",opNPUpLEJic,0.6,SfAxUpeVhCg,"[0.6057541971036781, 0.6011662181212354, 0.598718441625016]",SfAxUpeVhCg,5,Mq0K8Q1lMgo,9
,,osB_PSneUik,15,,,UzNcixxdnZs,0.3836246824369992,36CSS3UIzxk,1577111.9692799998,Mq0K8Q1lMgo,0.4,XwdUXS94yNk,0.7252614339192708,5J58i_qbQxY,1.0,7aUTdYsZda8,2,UzNcixxdnZs,0.3825771192983973,UzNcixxdnZs,0.3714111819865551,UzNcixxdnZs,"[0.4699656749273782, 0.47018921341684816, 0.47114220225127107]",Mq0K8Q1lMgo,0.8,UzNcixxdnZs,"[0.4767429193899782, 0.4769335511982571, 0.47829520697167754]",UzNcixxdnZs,4,SfAxUpeVhCg,3
,,csrPT9ClVUc,30,,,113mRmchumY,0.42088136594069575,UYy1GmJgFXA,1402409.5718041237,SfAxUpeVhCg,0.2,Im77qklKzm0,0.7249686598777771,AhlpVjZxutw,1.0,z7CnMN3xi9w,22,113mRmchumY,0.3146279615038269,113mRmchumY,0.5488718447855021,113mRmchumY,"[0.22433135390621586, 0.23573179859192006, 0.24955257270693515]",SfAxUpeVhCg,0.2,113mRmchumY,"[0.20345440189498618, 0.21987761547572052, 0.2388998552441111]",113mRmchumY,1,UzNcixxdnZs,6
,,D5l-H3fj8Rw,59,,,XwdUXS94yNk,0.44786882923512733,XUDLLRI_jXo,1045628.7328666665,UzNcixxdnZs,1.0,qoxRKfaG36Y,0.7256157655341953,w10a7OCsjzE,1.0,GXhXsex8y9c,5,XwdUXS94yNk,0.4134468397030456,XwdUXS94yNk,0.4278090440122445,XwdUXS94yNk,"[0.006574128540305011, 0.005991203703703705, 0.26269147603485826]",UzNcixxdnZs,0.8,XwdUXS94yNk,"[0.0036601307189542483, 0.0017254901960784314, 0.2451764705882353]",XwdUXS94yNk,5,113mRmchumY,6
,,dXJ8AzlsX8w,17,,,Im77qklKzm0,0.3590322726640961,HAIz-I58btE,1781496.2672000006,113mRmchumY,0.6,peUxhH5TKtY,0.7255091336038377,_VX6IOJtn7U,1.0,F9_Vz_xVjAU,8,Im77qklKzm0,0.338483239550093,Im77qklKzm0,0.38713359550776977,Im77qklKzm0,"[0.26593084332248423, 0.2670473128522664, 0.2678852769177845]",113mRmchumY,0.4,Im77qklKzm0,"[0.20581090735889498, 0.20738271016908788, 0.20905771215368738]",Im77qklKzm0,3,XwdUXS94yNk,3
,,kCvF0GmiHq4,78,,,qoxRKfaG36Y,0.4140093699293724,js6VqTldWi4,754470.1273888887,XwdUXS94yNk,0.2,mucuLrWHGqc,0.7256622910499573,v3nD2ySQugQ,1.0,we3aNazTODs,33,qoxRKfaG36Y,0.3180761847710779,qoxRKfaG36Y,0.3735819282161029,qoxRKfaG36Y,"[8.815779276137329e-06, 1.453150430132528e-06, 1.5112764473378247e-05]",XwdUXS94yNk,0.4,qoxRKfaG36Y,"[0.0, 0.0, 0.0]",qoxRKfaG36Y,5,Im77qklKzm0,5
,,jIPE9QM6FeM,15,,,peUxhH5TKtY,0.5223545389074014,-U3LjDN8ErI,1151091.4711399998,Im77qklKzm0,0.0,OlZqBR3yTiw,0.7245056807994843,mkLjjgxy7hQ,1.0,F7hwvWIK1eM,3,peUxhH5TKtY,0.438464500321978,peUxhH5TKtY,0.6125095954802888,peUxhH5TKtY,"[0.2503272512708787, 0.25066367102396514, 0.25104121278140884]",Im77qklKzm0,0.8,peUxhH5TKtY,"[0.23516339869281047, 0.2349455337690632, 0.23555555555555557]",peUxhH5TKtY,3,qoxRKfaG36Y,6
,,eX4MdXF3OWI,30,,,mucuLrWHGqc,0.4771403533536263,7AuhjzxAudY,1175035.9193260872,qoxRKfaG36Y,0.4,mcpgGmo8_4o,0.7243629825115204,zKQbsrRutvE,1.0,sSPP0wQslQo,19,mucuLrWHGqc,0.4340772713774935,mucuLrWHGqc,0.5470556787488199,mucuLrWHGqc,"[0.23443436523159994, 0.42282910628019343, 0.4241242629298094]",qoxRKfaG36Y,0.4,mucuLrWHGqc,"[0.13785166240409208, 0.41965046888320545, 0.4109761295822677]",mucuLrWHGqc,3,peUxhH5TKtY,25
,,a9WB_PXjTBo,38,,,OlZqBR3yTiw,0.30455812181017433,K45m79fEyz8,852206.8926444445,peUxhH5TKtY,0.4,SswMzUWOiJg,0.7243706243378776,h7k2uwJmwxo,1.0,cbfDGMfXimA,6,OlZqBR3yTiw,0.18505307533726115,OlZqBR3yTiw,0.3767581851027342,OlZqBR3yTiw,"[0.0, 0.0, 0.0]",peUxhH5TKtY,0.8,OlZqBR3yTiw,"[0.0, 0.0, 0.0]",OlZqBR3yTiw,5,qSvb7o7xrxg,4
,,VicXmrGCnYA,29,,,mcpgGmo8_4o,0.33020842784264554,KbgKbMk5Q3o,1348664.7929333337,mucuLrWHGqc,0.4,axsqWbxZJGc,0.7251780095853304,Q9aJBgPpgYY,1.0,opNPUpLEJic,28,mcpgGmo8_4o,0.26256512018319705,mcpgGmo8_4o,0.3181053283648028,mcpgGmo8_4o,"[0.0, 0.0, 0.0]",mucuLrWHGqc,0.6,mcpgGmo8_4o,"[0.0, 0.0, 0.0]",mcpgGmo8_4o,3,OlZqBR3yTiw,6
,,dcTjsBMIRU0,30,,,MVLzkTuVmrw,0.3234986464975407,V1-qbHbuNBU,1421396.523866667,OlZqBR3yTiw,0.8,H-V7cOestUs,0.7246272166570028,7qRIx5t31zo,1.0,Mq0K8Q1lMgo,17,MVLzkTuVmrw,0.3080306696108152,MVLzkTuVmrw,0.2987434442330679,MVLzkTuVmrw,"[0.2541639433551199, 0.25648477040388795, 0.25779801407742586]",OlZqBR3yTiw,0.8,MVLzkTuVmrw,"[0.27342383107088986, 0.27862242332830567, 0.2809150326797386]",MVLzkTuVmrw,3,mcpgGmo8_4o,9
,,ctVKoj2jZLU,30,,,axsqWbxZJGc,0.38314038253117605,F02kgBHjBms,2168172.493733334,mcpgGmo8_4o,0.4,kxTo6d34mUM,0.7252965807914734,x8JRZDVq-Ho,1.0,SfAxUpeVhCg,34,axsqWbxZJGc,0.3905355188143008,axsqWbxZJGc,0.31863177800371484,axsqWbxZJGc,"[0.46696239222639424, 0.4670645598665, 0.46802331038798484]",mcpgGmo8_4o,0.8,axsqWbxZJGc,"[0.41929495202336253, 0.4185022945348352, 0.41900292031706304]",axsqWbxZJGc,5,MVLzkTuVmrw,9
,,QR8A3T6sPzU,90,,,X9dyADHwK74,0.2423164944137332,cFPEoqZtbCY,874583.5913870969,MVLzkTuVmrw,0.4,vQgbLkJVgAU,0.7235314846038818,MX3P_fcgtHM,1.0,UzNcixxdnZs,21,X9dyADHwK74,0.1829346906126028,X9dyADHwK74,0.335595729552202,X9dyADHwK74,"[0.10648987294713069, 0.11999075557088308, 0.12398319569855881]",MVLzkTuVmrw,0.4,X9dyADHwK74,"[0.09465020576131687, 0.10057290405874285, 0.10432502218994594]",X9dyADHwK74,3,axsqWbxZJGc,6
,,893HhPM_0ks,30,,,kxTo6d34mUM,0.4604175025741177,-g8vTq06KUI,934146.1412010001,axsqWbxZJGc,0.8,fDoDUC9M0Sg,0.7238744747254157,CwpNQWrD8PY,1.0,113mRmchumY,8,kxTo6d34mUM,0.3986211164553265,kxTo6d34mUM,0.460140594688975,kxTo6d34mUM,"[0.3572718091866377, 0.35640051969862013, 0.35578635620915033]",axsqWbxZJGc,0.4,kxTo6d34mUM,"[0.3670479302832244, 0.3659313725490196, 0.36497821350762527]",kxTo6d34mUM,3,7jXUWe3MV_c,5
,,7aUTdYsZda8,43,,,vQgbLkJVgAU,0.18364030047398672,B8--HRraGck,638981.5560333333,X9dyADHwK74,0.2,4ArXuQwjj7Q,0.7252227067947388,Rbrea2OXbRo,1.0,XwdUXS94yNk,34,vQgbLkJVgAU,0.14752029322541213,vQgbLkJVgAU,0.2613317264569279,vQgbLkJVgAU,"[0.08378789069046422, 0.08485569067370533, 0.0861297029495559]",X9dyADHwK74,0.8,vQgbLkJVgAU,"[0.056598793363499246, 0.059213172448466564, 0.06256913021618904]",vQgbLkJVgAU,3,kxTo6d34mUM,14
,,z7CnMN3xi9w,34,,,fDoDUC9M0Sg,0.21068303218027748,pk2hJRVijm0,1189428.1570000001,kxTo6d34mUM,0.2,a_FEhbdChkI,0.7247220682246345,Dlf1_vuIR4I,1.0,Im77qklKzm0,21,fDoDUC9M0Sg,0.15721215148307568,fDoDUC9M0Sg,0.2503111898004718,fDoDUC9M0Sg,"[0.04321728801169592, 0.04298065552975577, 0.043017097738218095]",kxTo6d34mUM,0.2,fDoDUC9M0Sg,"[0.010913312693498453, 0.010590815273477812, 0.010565015479876162]",fDoDUC9M0Sg,3,vQgbLkJVgAU,1
,,GXhXsex8y9c,32,,,4ArXuQwjj7Q,0.7821206784210629,tIG0kB9lOxo,741284.3111824562,vQgbLkJVgAU,0.2,RMqv_GlnyR4,0.7245243608951568,kte8Eij3TPQ,1.0,qoxRKfaG36Y,8,4ArXuQwjj7Q,0.7791886990386632,4ArXuQwjj7Q,0.7614494580189468,4ArXuQwjj7Q,"[0.7238431997002619, 0.7239421495774531, 0.7241929457557967]",vQgbLkJVgAU,0.6,4ArXuQwjj7Q,"[0.7228425128012989, 0.7229174472336706, 0.7220557012613962]",4ArXuQwjj7Q,2,-gMjPezr8TY,5
,,F9_Vz_xVjAU,74,,,a_FEhbdChkI,0.4442233437270544,vmfBkVQCd-M,1068941.8534693879,fDoDUC9M0Sg,0.2,7LF0CNb6-KA,0.7269215941429138,EjQ5Yw72xtA,1.0,peUxhH5TKtY,21,a_FEhbdChkI,0.4309579580464308,a_FEhbdChkI,0.4150518675910074,a_FEhbdChkI,"[0.40476331218761974, 0.4055956843521725, 0.4015195477700886]",fDoDUC9M0Sg,0.8,a_FEhbdChkI,"[0.4084342560553633, 0.41264417531718567, 0.4037629757785467]",a_FEhbdChkI,4,fDoDUC9M0Sg,9
,,we3aNazTODs,30,,,RMqv_GlnyR4,0.4161175774926641,WGsch35hQHM,1026791.4869032258,a_FEhbdChkI,0.0,LVeBHwRbXB0,0.7239739149808884,RdCs2K_ZEpU,0.0,mucuLrWHGqc,3,RMqv_GlnyR4,0.30557523411062915,RMqv_GlnyR4,0.4305157569987553,RMqv_GlnyR4,"[0.02646287681739362, 0.026473672802454322, 0.026483385020674936]",a_FEhbdChkI,0.8,RMqv_GlnyR4,"[0.023729491796718686, 0.02378951580632253, 0.02376950780312125]",RMqv_GlnyR4,4,4ArXuQwjj7Q,4
