Video,Shot_Boundary,Video,Duration,Video,Shot_Boundary,Video.1,Duration,Video.2,Entropy,Video.3,Average_Intensities_60,Video.4,Optical_Flow,Video.5,Funny,Video.6,Average_Memorability,Video.7,Language,Video.8,Topics,Video.9,Average_Intensities,Video.10,Average_Intensities_30,Video.11,Average_Hue,Video.12,Exciting,Video.13,Median_Hue,Video.14,Effectiveness,Video.15,Sentiments,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments,NAME ,KEY,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat
,,Uq3NsDX4Clo,45,,,Uq3NsDX4Clo,45,,,Uq3NsDX4Clo,0.490574204,Uq3NsDX4Clo,702385.7055,Uq3NsDX4Clo,0.2,Uq3NsDX4Clo,0.72506022,xTpv9lc_qMw,0,Uq3NsDX4Clo,24,Uq3NsDX4Clo,0.467390101,Uq3NsDX4Clo,0.424994299,Uq3NsDX4Clo,"[0.3786417634955215, 0.3789604212055194, 0.3793454369402082]",Uq3NsDX4Clo,0.2,Uq3NsDX4Clo,"[0.3789832970225127, 0.37985475671750185, 0.37925925925925924]",Uq3NsDX4Clo,5,Uq3NsDX4Clo,4,,,Uq3NsDX4Clo,0.490574204,Uq3NsDX4Clo,702385.7055,Uq3NsDX4Clo,0.2,Uq3NsDX4Clo,0.72506022,xTpv9lc_qMw,0,Uq3NsDX4Clo,24,Uq3NsDX4Clo,0.467390101,Uq3NsDX4Clo,0.424994299,Uq3NsDX4Clo,"[0.3786417634955215, 0.3789604212055194, 0.3793454369402082]",Uq3NsDX4Clo,0.2,Uq3NsDX4Clo,"[0.3789832970225127, 0.37985475671750185, 0.37925925925925924]",Uq3NsDX4Clo,5,Uq3NsDX4Clo,4,,,,,,,,,,,,
,,uQeh2G161Bo,15,,,uQeh2G161Bo,15,,,uQeh2G161Bo,0.247070151,uQeh2G161Bo,1138173.704,uQeh2G161Bo,0.2,uQeh2G161Bo,0.725042388,xtz2mdX0aEE,1,uQeh2G161Bo,21,uQeh2G161Bo,0.222287162,uQeh2G161Bo,0.271280639,uQeh2G161Bo,"[0.22092376997095137, 0.22223935639070444, 0.22334797113289764]",uQeh2G161Bo,0.4,uQeh2G161Bo,"[0.20359477124183006, 0.2047930283224401, 0.20702614379084966]",uQeh2G161Bo,3,uQeh2G161Bo,5,,,uQeh2G161Bo,0.247070151,uQeh2G161Bo,1138173.704,uQeh2G161Bo,0.2,uQeh2G161Bo,0.725042388,xtz2mdX0aEE,1,uQeh2G161Bo,21,uQeh2G161Bo,0.222287162,uQeh2G161Bo,0.271280639,uQeh2G161Bo,"[0.22092376997095137, 0.22223935639070444, 0.22334797113289764]",uQeh2G161Bo,0.4,uQeh2G161Bo,"[0.20359477124183006, 0.2047930283224401, 0.20702614379084966]",uQeh2G161Bo,3,uQeh2G161Bo,5,,,,,,,,,,,,
,,uQereoIxioI,90,,,uQereoIxioI,90,,,uQereoIxioI,0.400360864,uQereoIxioI,242291.3557,uQereoIxioI,0.8,uQereoIxioI,0.725785159,Xu25lUDJZgY,1,uQereoIxioI,26,uQereoIxioI,0.297218264,uQereoIxioI,0.407324426,uQereoIxioI,"[0.22592329305645986, 0.22435443950027736, 0.22213952801292738]",uQereoIxioI,0.8,uQereoIxioI,"[0.22820345850517326, 0.22810216337457492, 0.22727009623037409]",uQereoIxioI,4,uQereoIxioI,6,,,uQereoIxioI,0.400360864,uQereoIxioI,242291.3557,uQereoIxioI,0.8,uQereoIxioI,0.725785159,Xu25lUDJZgY,1,uQereoIxioI,26,uQereoIxioI,0.297218264,uQereoIxioI,0.407324426,uQereoIxioI,"[0.22592329305645986, 0.22435443950027736, 0.22213952801292738]",uQereoIxioI,0.8,uQereoIxioI,"[0.22820345850517326, 0.22810216337457492, 0.22727009623037409]",uQereoIxioI,4,uQereoIxioI,6,,,,,,,,,,,,
,,uqToVzu0iTc,57,,,uqToVzu0iTc,57,,,uqToVzu0iTc,0.438088643,uqToVzu0iTc,1601277.154,uqToVzu0iTc,0.2,uqToVzu0iTc,0.724533439,XUDLLRI_jXo,1,uqToVzu0iTc,17,uqToVzu0iTc,0.435311975,uqToVzu0iTc,0.441318065,uqToVzu0iTc,"[0.4414062425456798, 0.44197384428223857, 0.4427886312675921]",uqToVzu0iTc,0.2,uqToVzu0iTc,"[0.4359954200658366, 0.43845713467868896, 0.4419350221840561]",uqToVzu0iTc,5,uqToVzu0iTc,18,,,uqToVzu0iTc,0.438088643,uqToVzu0iTc,1601277.154,uqToVzu0iTc,0.2,uqToVzu0iTc,0.724533439,XUDLLRI_jXo,1,uqToVzu0iTc,17,uqToVzu0iTc,0.435311975,uqToVzu0iTc,0.441318065,uqToVzu0iTc,"[0.4414062425456798, 0.44197384428223857, 0.4427886312675921]",uqToVzu0iTc,0.2,uqToVzu0iTc,"[0.4359954200658366, 0.43845713467868896, 0.4419350221840561]",uqToVzu0iTc,5,uqToVzu0iTc,18,,,,,,,,,,,,
,,UQtqa5F88LM,45,,,UQtqa5F88LM,45,,,UQtqa5F88LM,0.517445429,UQtqa5F88LM,1162612.006,UQtqa5F88LM,0.8,UQtqa5F88LM,0.724837555,XutXCTwwmYc,1,UQtqa5F88LM,2,UQtqa5F88LM,0.503353484,UQtqa5F88LM,0.512244227,UQtqa5F88LM,"[0.5487155803679499, 0.5471989984265311, 0.5438669132776567]",UQtqa5F88LM,0.4,UQtqa5F88LM,"[0.5522875816993464, 0.5521968046477851, 0.5497276688453159]",UQtqa5F88LM,5,UQtqa5F88LM,30,,,UQtqa5F88LM,0.517445429,UQtqa5F88LM,1162612.006,UQtqa5F88LM,0.8,UQtqa5F88LM,0.724837555,XutXCTwwmYc,1,UQtqa5F88LM,2,UQtqa5F88LM,0.503353484,UQtqa5F88LM,0.512244227,UQtqa5F88LM,"[0.5487155803679499, 0.5471989984265311, 0.5438669132776567]",UQtqa5F88LM,0.4,UQtqa5F88LM,"[0.5522875816993464, 0.5521968046477851, 0.5497276688453159]",UQtqa5F88LM,5,UQtqa5F88LM,30,,,,,,,,,,,,
,,UrEPJkajMSE,31,,,UrEPJkajMSE,31,,,UrEPJkajMSE,0.537340225,UrEPJkajMSE,1235976.416,UrEPJkajMSE,0.8,UrEPJkajMSE,0.725099663,XV-1XpGxhgo,1,UrEPJkajMSE,23,UrEPJkajMSE,0.477311462,UrEPJkajMSE,0.468584407,UrEPJkajMSE,"[0.0038387185860259596, 0.0038387185860259596, 0.0038387185860259596]",UrEPJkajMSE,0.8,UrEPJkajMSE,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",UrEPJkajMSE,2,UrEPJkajMSE,1,,,UrEPJkajMSE,0.537340225,UrEPJkajMSE,1235976.416,UrEPJkajMSE,0.8,UrEPJkajMSE,0.725099663,XV-1XpGxhgo,1,UrEPJkajMSE,23,UrEPJkajMSE,0.477311462,UrEPJkajMSE,0.468584407,UrEPJkajMSE,"[0.0038387185860259596, 0.0038387185860259596, 0.0038387185860259596]",UrEPJkajMSE,0.8,UrEPJkajMSE,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",UrEPJkajMSE,2,UrEPJkajMSE,1,,,,,,,,,,,,
,,urkrB7gNwMI,28,,,urkrB7gNwMI,28,,,urkrB7gNwMI,0.709508295,urkrB7gNwMI,955310.1838,urkrB7gNwMI,0.2,urkrB7gNwMI,0.726425648,XvcdllFeFBY,1,urkrB7gNwMI,8,urkrB7gNwMI,0.470840861,urkrB7gNwMI,0.743566941,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",urkrB7gNwMI,0.6,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",urkrB7gNwMI,3,urkrB7gNwMI,21,,,urkrB7gNwMI,0.709508295,urkrB7gNwMI,955310.1838,urkrB7gNwMI,0.2,urkrB7gNwMI,0.726425648,XvcdllFeFBY,1,urkrB7gNwMI,8,urkrB7gNwMI,0.470840861,urkrB7gNwMI,0.743566941,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",urkrB7gNwMI,0.6,urkrB7gNwMI,"[0.001559177888022679, 0.001559177888022679, 0.001559177888022679]",urkrB7gNwMI,3,urkrB7gNwMI,21,,,,,,,,,,,,
,,uRQjkM_iD4s,17,,,uRQjkM_iD4s,17,,,uRQjkM_iD4s,0.319331556,uRQjkM_iD4s,1636301.914,uRQjkM_iD4s,0,uRQjkM_iD4s,0.723918994,XvjhIbEvA_w,1,uRQjkM_iD4s,18,uRQjkM_iD4s,0.298691514,uRQjkM_iD4s,0.367375589,uRQjkM_iD4s,"[0.27007233381157336, 0.27005280567511564, 0.26922863860991547]",uRQjkM_iD4s,0.4,uRQjkM_iD4s,"[0.23008130081300812, 0.22917264466762313, 0.22711621233859397]",uRQjkM_iD4s,3,uRQjkM_iD4s,5,,,uRQjkM_iD4s,0.319331556,uRQjkM_iD4s,1636301.914,uRQjkM_iD4s,0,uRQjkM_iD4s,0.723918994,XvjhIbEvA_w,1,uRQjkM_iD4s,18,uRQjkM_iD4s,0.298691514,uRQjkM_iD4s,0.367375589,uRQjkM_iD4s,"[0.27007233381157336, 0.27005280567511564, 0.26922863860991547]",uRQjkM_iD4s,0.4,uRQjkM_iD4s,"[0.23008130081300812, 0.22917264466762313, 0.22711621233859397]",uRQjkM_iD4s,3,uRQjkM_iD4s,5,,,,,,,,,,,,
,,URwgy0J1ObI,30,,,URwgy0J1ObI,30,,,URwgy0J1ObI,0.661980837,URwgy0J1ObI,976763.7217,URwgy0J1ObI,0.6,URwgy0J1ObI,0.725241363,XVLBEsG0MH4,1,URwgy0J1ObI,8,URwgy0J1ObI,0.635305612,URwgy0J1ObI,0.620319198,URwgy0J1ObI,"[0.020800743374272783, 0.022929280686633625, 0.47821733821733803]",URwgy0J1ObI,0.6,URwgy0J1ObI,"[0.009696186166774402, 0.007282913165266107, 0.4825684119801767]",URwgy0J1ObI,5,URwgy0J1ObI,9,,,URwgy0J1ObI,0.661980837,URwgy0J1ObI,976763.7217,URwgy0J1ObI,0.6,URwgy0J1ObI,0.725241363,XVLBEsG0MH4,1,URwgy0J1ObI,8,URwgy0J1ObI,0.635305612,URwgy0J1ObI,0.620319198,URwgy0J1ObI,"[0.020800743374272783, 0.022929280686633625, 0.47821733821733803]",URwgy0J1ObI,0.6,URwgy0J1ObI,"[0.009696186166774402, 0.007282913165266107, 0.4825684119801767]",URwgy0J1ObI,5,URwgy0J1ObI,9,,,,,,,,,,,,
,,uS4e1_gW6Es,33,,,uS4e1_gW6Es,33,,,uS4e1_gW6Es,0.343295925,uS4e1_gW6Es,900688.3841,uS4e1_gW6Es,0.6,uS4e1_gW6Es,0.724888712,XVTo4y5e08k,1,uS4e1_gW6Es,19,uS4e1_gW6Es,0.244018351,uS4e1_gW6Es,0.308215137,uS4e1_gW6Es,"[4.201680672268908e-05, 4.201680672268908e-05, 4.201680672268908e-05]",uS4e1_gW6Es,0.2,uS4e1_gW6Es,"[0.0, 0.0, 0.0]",uS4e1_gW6Es,1,uS4e1_gW6Es,6,,,uS4e1_gW6Es,0.343295925,uS4e1_gW6Es,900688.3841,uS4e1_gW6Es,0.6,uS4e1_gW6Es,0.724888712,XVTo4y5e08k,1,uS4e1_gW6Es,19,uS4e1_gW6Es,0.244018351,uS4e1_gW6Es,0.308215137,uS4e1_gW6Es,"[4.201680672268908e-05, 4.201680672268908e-05, 4.201680672268908e-05]",uS4e1_gW6Es,0.2,uS4e1_gW6Es,"[0.0, 0.0, 0.0]",uS4e1_gW6Es,1,uS4e1_gW6Es,6,,,,,,,,,,,,
,,USD2QsP-Rzw,30,,,USD2QsP-Rzw,30,,,USD2QsP-Rzw,0.197351889,USD2QsP-Rzw,1205048.603,USD2QsP-Rzw,0,USD2QsP-Rzw,0.723822955,xw1NIDFUdJI,1,USD2QsP-Rzw,37,USD2QsP-Rzw,0.183990238,USD2QsP-Rzw,0.205974461,USD2QsP-Rzw,"[0.20229747639796658, 0.20541285403050105, 0.20837472766884532]",USD2QsP-Rzw,0.4,USD2QsP-Rzw,"[0.16159041394335513, 0.16553376906318082, 0.17]",USD2QsP-Rzw,3,USD2QsP-Rzw,25,,,USD2QsP-Rzw,0.197351889,USD2QsP-Rzw,1205048.603,USD2QsP-Rzw,0,USD2QsP-Rzw,0.723822955,xw1NIDFUdJI,1,USD2QsP-Rzw,37,USD2QsP-Rzw,0.183990238,USD2QsP-Rzw,0.205974461,USD2QsP-Rzw,"[0.20229747639796658, 0.20541285403050105, 0.20837472766884532]",USD2QsP-Rzw,0.4,USD2QsP-Rzw,"[0.16159041394335513, 0.16553376906318082, 0.17]",USD2QsP-Rzw,3,USD2QsP-Rzw,25,,,,,,,,,,,,
,,USggQ0Zv4yw,16,,,USggQ0Zv4yw,16,,,USggQ0Zv4yw,0.37613137,USggQ0Zv4yw,783732.5299,USggQ0Zv4yw,0.2,USggQ0Zv4yw,0.72495053,XwdUXS94yNk,1,USggQ0Zv4yw,21,USggQ0Zv4yw,0.388749751,USggQ0Zv4yw,0.339064903,USggQ0Zv4yw,"[0.49061519607843135, 0.48934763071895426, 0.48834548611111106]",USggQ0Zv4yw,0.8,USggQ0Zv4yw,"[0.5327941176470589, 0.5318627450980392, 0.5314705882352941]",USggQ0Zv4yw,4,USggQ0Zv4yw,1,,,USggQ0Zv4yw,0.37613137,USggQ0Zv4yw,783732.5299,USggQ0Zv4yw,0.2,USggQ0Zv4yw,0.72495053,XwdUXS94yNk,1,USggQ0Zv4yw,21,USggQ0Zv4yw,0.388749751,USggQ0Zv4yw,0.339064903,USggQ0Zv4yw,"[0.49061519607843135, 0.48934763071895426, 0.48834548611111106]",USggQ0Zv4yw,0.8,USggQ0Zv4yw,"[0.5327941176470589, 0.5318627450980392, 0.5314705882352941]",USggQ0Zv4yw,4,USggQ0Zv4yw,1,,,,,,,,,,,,
,,ut5qa3B9GEk,105,,,ut5qa3B9GEk,105,,,ut5qa3B9GEk,0.447808717,ut5qa3B9GEk,564817.9549,ut5qa3B9GEk,0.2,ut5qa3B9GEk,0.726123361,xwNe5Kqi3Ho,1,ut5qa3B9GEk,3,ut5qa3B9GEk,0.457901687,ut5qa3B9GEk,0.451538309,ut5qa3B9GEk,"[0.487482683644507, 0.48962437830377836, 0.4920441925110019]",ut5qa3B9GEk,0.4,ut5qa3B9GEk,"[0.4572142801343645, 0.4592766190141395, 0.4611905319896883]",ut5qa3B9GEk,5,ut5qa3B9GEk,14,,,ut5qa3B9GEk,0.447808717,ut5qa3B9GEk,564817.9549,ut5qa3B9GEk,0.2,ut5qa3B9GEk,0.726123361,xwNe5Kqi3Ho,1,ut5qa3B9GEk,3,ut5qa3B9GEk,0.457901687,ut5qa3B9GEk,0.451538309,ut5qa3B9GEk,"[0.487482683644507, 0.48962437830377836, 0.4920441925110019]",ut5qa3B9GEk,0.4,ut5qa3B9GEk,"[0.4572142801343645, 0.4592766190141395, 0.4611905319896883]",ut5qa3B9GEk,5,ut5qa3B9GEk,14,,,,,,,,,,,,
,,UTGaYkbvse0,15,,,UTGaYkbvse0,15,,,UTGaYkbvse0,0.660896422,UTGaYkbvse0,636607.3523,UTGaYkbvse0,0,UTGaYkbvse0,0.726877153,XWzNExv2nA0,1,UTGaYkbvse0,37,UTGaYkbvse0,0.724104152,UTGaYkbvse0,0.585221157,UTGaYkbvse0,"[0.8741384350036314, 0.8735011801016701, 0.8721729302832246]",UTGaYkbvse0,0,UTGaYkbvse0,"[0.8999564270152505, 0.8994771241830065, 0.8983006535947712]",UTGaYkbvse0,1,UTGaYkbvse0,10,,,UTGaYkbvse0,0.660896422,UTGaYkbvse0,636607.3523,UTGaYkbvse0,0,UTGaYkbvse0,0.726877153,XWzNExv2nA0,1,UTGaYkbvse0,37,UTGaYkbvse0,0.724104152,UTGaYkbvse0,0.585221157,UTGaYkbvse0,"[0.8741384350036314, 0.8735011801016701, 0.8721729302832246]",UTGaYkbvse0,0,UTGaYkbvse0,"[0.8999564270152505, 0.8994771241830065, 0.8983006535947712]",UTGaYkbvse0,1,UTGaYkbvse0,10,,,,,,,,,,,,
,,UTjDWkaR6ZQ,15,,,UTjDWkaR6ZQ,15,,,UTjDWkaR6ZQ,0.256003082,UTjDWkaR6ZQ,677493.0721,UTjDWkaR6ZQ,0.4,UTjDWkaR6ZQ,0.72502061,XXCvPwgx320,1,UTjDWkaR6ZQ,11,UTjDWkaR6ZQ,0.27215901,UTjDWkaR6ZQ,0.250679741,UTjDWkaR6ZQ,"[0.3568873683732752, 0.3526089324618737, 0.3602798202614379]",UTjDWkaR6ZQ,0.2,UTjDWkaR6ZQ,"[0.3779411764705882, 0.3663398692810458, 0.36181917211328973]",UTjDWkaR6ZQ,1,UTjDWkaR6ZQ,6,,,UTjDWkaR6ZQ,0.256003082,UTjDWkaR6ZQ,677493.0721,UTjDWkaR6ZQ,0.4,UTjDWkaR6ZQ,0.72502061,XXCvPwgx320,1,UTjDWkaR6ZQ,11,UTjDWkaR6ZQ,0.27215901,UTjDWkaR6ZQ,0.250679741,UTjDWkaR6ZQ,"[0.3568873683732752, 0.3526089324618737, 0.3602798202614379]",UTjDWkaR6ZQ,0.2,UTjDWkaR6ZQ,"[0.3779411764705882, 0.3663398692810458, 0.36181917211328973]",UTjDWkaR6ZQ,1,UTjDWkaR6ZQ,6,,,,,,,,,,,,
,,utjtqCgUDnE,15,,,utjtqCgUDnE,15,,,utjtqCgUDnE,0.566901576,utjtqCgUDnE,602961.107,utjtqCgUDnE,0,utjtqCgUDnE,0.72569102,XxQyVD2dJYs,1,utjtqCgUDnE,18,utjtqCgUDnE,0.496966519,utjtqCgUDnE,0.551449003,utjtqCgUDnE,"[0.4462305964052288, 0.4664254266521423, 0.4688905909586059]",utjtqCgUDnE,0,utjtqCgUDnE,"[0.5144880174291939, 0.5258714596949892, 0.5325708061002178]",utjtqCgUDnE,3,utjtqCgUDnE,25,,,utjtqCgUDnE,0.566901576,utjtqCgUDnE,602961.107,utjtqCgUDnE,0,utjtqCgUDnE,0.72569102,XxQyVD2dJYs,1,utjtqCgUDnE,18,utjtqCgUDnE,0.496966519,utjtqCgUDnE,0.551449003,utjtqCgUDnE,"[0.4462305964052288, 0.4664254266521423, 0.4688905909586059]",utjtqCgUDnE,0,utjtqCgUDnE,"[0.5144880174291939, 0.5258714596949892, 0.5325708061002178]",utjtqCgUDnE,3,utjtqCgUDnE,25,,,,,,,,,,,,
,,UTQinvFuX3M,43,,,UTQinvFuX3M,43,,,UTQinvFuX3M,0.306469278,UTQinvFuX3M,3157176.255,UTQinvFuX3M,0.4,UTQinvFuX3M,0.723397209,xxYjJ341_Fg,1,UTQinvFuX3M,27,UTQinvFuX3M,0.296138325,UTQinvFuX3M,0.319482507,UTQinvFuX3M,"[0.26933842383107093, 0.269753142282554, 0.27023881347410755]",UTQinvFuX3M,0.4,UTQinvFuX3M,"[0.2553846153846154, 0.25532428355957765, 0.2560180995475113]",UTQinvFuX3M,3,UTQinvFuX3M,1,,,UTQinvFuX3M,0.306469278,UTQinvFuX3M,3157176.255,UTQinvFuX3M,0.4,UTQinvFuX3M,0.723397209,xxYjJ341_Fg,1,UTQinvFuX3M,27,UTQinvFuX3M,0.296138325,UTQinvFuX3M,0.319482507,UTQinvFuX3M,"[0.26933842383107093, 0.269753142282554, 0.27023881347410755]",UTQinvFuX3M,0.4,UTQinvFuX3M,"[0.2553846153846154, 0.25532428355957765, 0.2560180995475113]",UTQinvFuX3M,3,UTQinvFuX3M,1,,,,,,,,,,,,
,,UTYPim-9XWw,46,,,UTYPim-9XWw,46,,,UTYPim-9XWw,0.333982786,UTYPim-9XWw,1235686.509,UTYPim-9XWw,0.6,UTYPim-9XWw,0.724543303,xYA7AnVwejo,1,UTYPim-9XWw,6,UTYPim-9XWw,0.297617936,UTYPim-9XWw,0.329351188,UTYPim-9XWw,"[0.014422364491773722, 0.01052097419427541, 0.008749471771467206]",UTYPim-9XWw,0.8,UTYPim-9XWw,"[0.006896551724137931, 0.005121703853955375, 0.004039891818796484]",UTYPim-9XWw,5,UTYPim-9XWw,9,,,UTYPim-9XWw,0.333982786,UTYPim-9XWw,1235686.509,UTYPim-9XWw,0.6,UTYPim-9XWw,0.724543303,xYA7AnVwejo,1,UTYPim-9XWw,6,UTYPim-9XWw,0.297617936,UTYPim-9XWw,0.329351188,UTYPim-9XWw,"[0.014422364491773722, 0.01052097419427541, 0.008749471771467206]",UTYPim-9XWw,0.8,UTYPim-9XWw,"[0.006896551724137931, 0.005121703853955375, 0.004039891818796484]",UTYPim-9XWw,5,UTYPim-9XWw,9,,,,,,,,,,,,
,,UU0SP91D9Js,66,,,UU0SP91D9Js,66,,,UU0SP91D9Js,0.274343865,UU0SP91D9Js,1187958.095,UU0SP91D9Js,0.2,UU0SP91D9Js,0.723408844,XyZtMfMWONI,1,UU0SP91D9Js,30,UU0SP91D9Js,0.198240846,UU0SP91D9Js,0.297712279,UU0SP91D9Js,"[0.05965399501551461, 0.10926887337426557, 0.1086682387601505]",UU0SP91D9Js,0.2,UU0SP91D9Js,"[0.0600118835412953, 0.10528817587641116, 0.10615963557140028]",UU0SP91D9Js,5,UU0SP91D9Js,28,,,UU0SP91D9Js,0.274343865,UU0SP91D9Js,1187958.095,UU0SP91D9Js,0.2,UU0SP91D9Js,0.723408844,XyZtMfMWONI,1,UU0SP91D9Js,30,UU0SP91D9Js,0.198240846,UU0SP91D9Js,0.297712279,UU0SP91D9Js,"[0.05965399501551461, 0.10926887337426557, 0.1086682387601505]",UU0SP91D9Js,0.2,UU0SP91D9Js,"[0.0600118835412953, 0.10528817587641116, 0.10615963557140028]",UU0SP91D9Js,5,UU0SP91D9Js,28,,,,,,,,,,,,
,,UuavPx0peFc,27,,,UuavPx0peFc,27,,,UuavPx0peFc,0.526391619,UuavPx0peFc,1320209.797,UuavPx0peFc,0.2,UuavPx0peFc,0.725497144,XZn4opyPfEI,1,UuavPx0peFc,8,UuavPx0peFc,0.528652503,UuavPx0peFc,0.513917012,UuavPx0peFc,"[0.55086262553802, 0.5523101486529571, 0.5531367069185394]",UuavPx0peFc,0.6,UuavPx0peFc,"[0.5008369201339072, 0.50181731229077, 0.5027977044476327]",UuavPx0peFc,1,UuavPx0peFc,1,,,UuavPx0peFc,0.526391619,UuavPx0peFc,1320209.797,UuavPx0peFc,0.2,UuavPx0peFc,0.725497144,XZn4opyPfEI,1,UuavPx0peFc,8,UuavPx0peFc,0.528652503,UuavPx0peFc,0.513917012,UuavPx0peFc,"[0.55086262553802, 0.5523101486529571, 0.5531367069185394]",UuavPx0peFc,0.6,UuavPx0peFc,"[0.5008369201339072, 0.50181731229077, 0.5027977044476327]",UuavPx0peFc,1,UuavPx0peFc,1,,,,,,,,,,,,
,,UucLMljiDHg,60,,,UucLMljiDHg,60,,,UucLMljiDHg,0.427536493,UucLMljiDHg,1299959.368,UucLMljiDHg,0.6,UucLMljiDHg,0.725022852,xzv8YzbhM98,1,UucLMljiDHg,10,UucLMljiDHg,0.384975225,UucLMljiDHg,0.451735526,UucLMljiDHg,"[0.3748563180827888, 0.3796057189542484, 0.38677614379084957]",UucLMljiDHg,1,UucLMljiDHg,"[0.4002352941176471, 0.4091372549019608, 0.4192549019607843]",UucLMljiDHg,5,UucLMljiDHg,6,,,UucLMljiDHg,0.427536493,UucLMljiDHg,1299959.368,UucLMljiDHg,0.6,UucLMljiDHg,0.725022852,xzv8YzbhM98,1,UucLMljiDHg,10,UucLMljiDHg,0.384975225,UucLMljiDHg,0.451735526,UucLMljiDHg,"[0.3748563180827888, 0.3796057189542484, 0.38677614379084957]",UucLMljiDHg,1,UucLMljiDHg,"[0.4002352941176471, 0.4091372549019608, 0.4192549019607843]",UucLMljiDHg,5,UucLMljiDHg,6,,,,,,,,,,,,
,,UUJd2Ptfr4A,30,,,UUJd2Ptfr4A,30,,,UUJd2Ptfr4A,0.440424906,UUJd2Ptfr4A,533528.1386,UUJd2Ptfr4A,0,UUJd2Ptfr4A,0.727362846,Y_56BQmY_e8,1,UUJd2Ptfr4A,9,UUJd2Ptfr4A,0.475824843,UUJd2Ptfr4A,0.414736479,UUJd2Ptfr4A,"[0.36820436507936505, 0.3711100786468435, 0.3758094519859225]",UUJd2Ptfr4A,0.2,UUJd2Ptfr4A,"[0.37123464770523595, 0.3724197371256195, 0.37853910795087264]",UUJd2Ptfr4A,3,UUJd2Ptfr4A,5,,,UUJd2Ptfr4A,0.440424906,UUJd2Ptfr4A,533528.1386,UUJd2Ptfr4A,0,UUJd2Ptfr4A,0.727362846,Y_56BQmY_e8,1,UUJd2Ptfr4A,9,UUJd2Ptfr4A,0.475824843,UUJd2Ptfr4A,0.414736479,UUJd2Ptfr4A,"[0.36820436507936505, 0.3711100786468435, 0.3758094519859225]",UUJd2Ptfr4A,0.2,UUJd2Ptfr4A,"[0.37123464770523595, 0.3724197371256195, 0.37853910795087264]",UUJd2Ptfr4A,3,UUJd2Ptfr4A,5,,,,,,,,,,,,
,,UUNIeOB0whI,64,,,UUNIeOB0whI,64,,,UUNIeOB0whI,0.411522273,UUNIeOB0whI,1283341.427,UUNIeOB0whI,0,UUNIeOB0whI,0.724579777,Y_7WgXAlLFg,1,UUNIeOB0whI,37,UUNIeOB0whI,0.316877842,UUNIeOB0whI,0.414339015,UUNIeOB0whI,"[0.15702635654956434, 0.1592147501361656, 0.16247451150599124]",UUNIeOB0whI,0.4,UUNIeOB0whI,"[0.13703022875816995, 0.14082924836601307, 0.1455065359477124]",UUNIeOB0whI,5,UUNIeOB0whI,4,,,UUNIeOB0whI,0.411522273,UUNIeOB0whI,1283341.427,UUNIeOB0whI,0,UUNIeOB0whI,0.724579777,Y_7WgXAlLFg,1,UUNIeOB0whI,37,UUNIeOB0whI,0.316877842,UUNIeOB0whI,0.414339015,UUNIeOB0whI,"[0.15702635654956434, 0.1592147501361656, 0.16247451150599124]",UUNIeOB0whI,0.4,UUNIeOB0whI,"[0.13703022875816995, 0.14082924836601307, 0.1455065359477124]",UUNIeOB0whI,5,UUNIeOB0whI,4,,,,,,,,,,,,
,,uuZ1n7Kk0qM,15,,,uuZ1n7Kk0qM,15,,,uuZ1n7Kk0qM,0.964137164,uuZ1n7Kk0qM,303170.4081,uuZ1n7Kk0qM,1,uuZ1n7Kk0qM,0.725482337,Y-Elr5K2Vuo,1,uuZ1n7Kk0qM,2,uuZ1n7Kk0qM,0.938494098,uuZ1n7Kk0qM,0.980132932,uuZ1n7Kk0qM,"[0.9989106753812639, 0.9989106753812639, 0.9989106753812639]",uuZ1n7Kk0qM,0.2,uuZ1n7Kk0qM,"[0.9986928104575163, 0.9986928104575163, 0.9986928104575163]",uuZ1n7Kk0qM,4,uuZ1n7Kk0qM,9,,,uuZ1n7Kk0qM,0.964137164,uuZ1n7Kk0qM,303170.4081,uuZ1n7Kk0qM,1,uuZ1n7Kk0qM,0.725482337,Y-Elr5K2Vuo,1,uuZ1n7Kk0qM,2,uuZ1n7Kk0qM,0.938494098,uuZ1n7Kk0qM,0.980132932,uuZ1n7Kk0qM,"[0.9989106753812639, 0.9989106753812639, 0.9989106753812639]",uuZ1n7Kk0qM,0.2,uuZ1n7Kk0qM,"[0.9986928104575163, 0.9986928104575163, 0.9986928104575163]",uuZ1n7Kk0qM,4,uuZ1n7Kk0qM,9,,,,,,,,,,,,
